customer_id,age,gender,items_purchased,category,purchase_amount,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,promo_code_used,previous_purchases,payment_method,frequency_of_purchases
2177,24,male,belt,accessories,91,vermont,s,red,winter,3.4,no,2-day shipping,no,no,44,debit card,quarterly
2178,24,male,gloves,accessories,93,montana,xl,green,winter,3,no,express,no,no,9,paypal,bi-weekly
2179,21,male,jewelry,accessories,98,florida,m,gold,summer,4.7,no,standard,no,no,32,venmo,annually
2180,49,male,socks,clothing,82,delaware,l,lavender,fall,2.9,no,next day air,no,no,14,paypal,monthly
2181,41,male,coat,outerwear,37,connecticut,m,yellow,summer,4.1,no,store pickup,no,no,43,cash,quarterly
2182,22,male,handbag,accessories,63,hawaii,m,black,fall,3.2,no,free shipping,no,no,32,bank transfer,bi-weekly
2183,42,male,blouse,clothing,99,new mexico,m,maroon,winter,2.7,no,store pickup,no,no,26,venmo,bi-weekly
2184,30,male,shorts,clothing,37,kansas,m,maroon,spring,4.7,no,store pickup,no,no,2,cash,monthly
2185,38,male,shoes,footwear,34,nevada,s,gold,spring,3.2,no,free shipping,no,no,16,paypal,every 3 months
2186,40,male,shorts,clothing,32,north carolina,m,violet,winter,2.5,no,express,no,no,50,debit card,every 3 months
2187,55,male,sandals,footwear,23,new mexico,xl,teal,winter,4.3,no,next day air,no,no,6,paypal,every 3 months
2188,37,male,blouse,clothing,78,idaho,m,violet,spring,4.4,no,free shipping,no,no,20,paypal,annually
2189,41,male,coat,outerwear,54,california,m,brown,winter,4.7,no,next day air,no,no,9,credit card,weekly
2190,38,male,blouse,clothing,94,wisconsin,xl,brown,fall,4,no,express,no,no,47,credit card,bi-weekly
2191,42,male,belt,accessories,75,alaska,s,maroon,spring,4.6,no,express,no,no,33,credit card,annually
2192,26,male,blouse,clothing,69,pennsylvania,s,maroon,summer,3.8,no,next day air,no,no,46,cash,bi-weekly
2193,41,male,scarf,accessories,35,virginia,l,yellow,winter,3.2,no,next day air,no,no,9,credit card,monthly
2194,27,male,shirt,clothing,78,california,l,turquoise,spring,5,no,express,no,no,8,paypal,monthly
2195,61,male,socks,clothing,29,kentucky,m,silver,summer,3.5,no,standard,no,no,48,bank transfer,quarterly
2196,58,male,jeans,clothing,62,new york,m,brown,fall,3.7,no,next day air,no,no,2,cash,monthly
2197,25,male,dress,clothing,58,vermont,m,gray,spring,4.8,no,next day air,no,no,31,paypal,weekly
2198,33,male,boots,footwear,88,pennsylvania,m,indigo,summer,3.7,no,2-day shipping,no,no,40,venmo,monthly
2199,57,male,scarf,accessories,80,new york,l,turquoise,summer,3.5,no,free shipping,no,no,35,venmo,monthly
2200,39,male,scarf,accessories,47,north carolina,m,maroon,summer,4.9,no,store pickup,no,no,40,debit card,monthly
2201,60,male,gloves,accessories,51,wyoming,l,charcoal,summer,4.7,no,next day air,no,no,27,debit card,every 3 months
2202,39,male,pants,clothing,25,ohio,l,peach,spring,4.9,no,2-day shipping,no,no,10,venmo,annually
2203,42,male,dress,clothing,36,alabama,m,red,summer,4.3,no,next day air,no,no,23,credit card,weekly
2204,53,male,dress,clothing,79,rhode island,m,indigo,winter,3.1,no,free shipping,no,no,32,cash,quarterly
2205,20,male,jeans,clothing,41,oregon,s,lavender,winter,3.4,no,2-day shipping,no,no,6,debit card,monthly
2206,46,male,sweater,clothing,68,north dakota,xl,red,fall,2.7,no,express,no,no,27,paypal,weekly
2207,46,male,sandals,footwear,51,illinois,l,green,spring,2.6,no,store pickup,no,no,25,bank transfer,fortnightly
2208,69,male,handbag,accessories,38,new mexico,m,gray,fall,2.9,no,next day air,no,no,11,credit card,annually
2209,28,male,scarf,accessories,46,colorado,xl,violet,summer,2.7,no,2-day shipping,no,no,23,paypal,monthly
2210,42,male,sandals,footwear,20,utah,xl,beige,summer,4.5,no,2-day shipping,no,no,44,bank transfer,quarterly
2211,30,male,sunglasses,accessories,25,virginia,m,orange,summer,3.1,no,store pickup,no,no,35,paypal,fortnightly
2212,50,male,sweater,clothing,89,maine,l,purple,winter,3.2,no,free shipping,no,no,45,debit card,every 3 months
2213,59,male,pants,clothing,77,nebraska,m,brown,winter,3.3,no,next day air,no,no,22,bank transfer,quarterly
2214,54,male,hat,accessories,94,hawaii,m,maroon,fall,2.9,no,express,no,no,18,debit card,quarterly
2215,50,male,belt,accessories,100,idaho,l,gold,fall,4.1,no,standard,no,no,20,debit card,weekly
2216,25,male,sandals,footwear,96,west virginia,m,indigo,winter,2.7,no,express,no,no,28,credit card,fortnightly
2217,41,male,pants,clothing,36,vermont,xl,silver,winter,4,no,store pickup,no,no,15,venmo,bi-weekly
2218,35,male,jewelry,accessories,27,indiana,xl,red,fall,2.6,no,store pickup,no,no,42,bank transfer,fortnightly
2219,67,male,sunglasses,accessories,67,idaho,m,magenta,winter,3.5,no,store pickup,no,no,20,debit card,quarterly
2220,33,male,blouse,clothing,91,minnesota,s,purple,fall,2.8,no,store pickup,no,no,16,bank transfer,fortnightly
2221,19,male,belt,accessories,62,wyoming,xl,beige,fall,4.5,no,store pickup,no,no,47,cash,annually
2222,25,male,shorts,clothing,88,kansas,xl,white,fall,3,no,free shipping,no,no,34,credit card,annually
2223,32,male,pants,clothing,66,georgia,m,teal,summer,4.4,no,store pickup,no,no,30,credit card,weekly
2224,30,male,sandals,footwear,65,kansas,m,gray,fall,4.7,no,next day air,no,no,5,paypal,quarterly
2225,18,male,gloves,accessories,25,nebraska,l,charcoal,winter,4.3,no,standard,no,no,38,cash,quarterly
2226,38,male,belt,accessories,64,washington,s,olive,spring,4.8,no,free shipping,no,no,18,credit card,annually
2227,22,male,shirt,clothing,72,missouri,l,blue,spring,4.8,no,store pickup,no,no,28,cash,annually
2228,40,male,scarf,accessories,74,washington,s,gray,summer,4.4,no,next day air,no,no,42,credit card,fortnightly
2229,54,male,gloves,accessories,50,kansas,m,green,fall,3.7,no,free shipping,no,no,5,credit card,weekly
2230,70,male,pants,clothing,97,minnesota,m,silver,fall,3.9,no,express,no,no,50,venmo,monthly
2231,52,male,sneakers,footwear,36,colorado,s,teal,spring,3.8,no,express,no,no,33,venmo,fortnightly
2232,34,male,jacket,outerwear,49,utah,m,beige,fall,4.1,no,store pickup,no,no,1,credit card,weekly
2233,65,male,shoes,footwear,64,north carolina,l,lavender,spring,4,no,store pickup,no,no,14,cash,fortnightly
2234,38,male,blouse,clothing,31,florida,xl,gray,summer,4.5,no,express,no,no,48,credit card,monthly
2235,35,male,boots,footwear,66,new hampshire,s,yellow,winter,4,no,express,no,no,26,cash,weekly
2236,40,male,socks,clothing,82,illinois,m,gray,spring,4.5,no,2-day shipping,no,no,44,credit card,annually
2237,23,male,t-shirt,clothing,88,louisiana,m,yellow,winter,2.7,no,standard,no,no,18,debit card,fortnightly
2238,45,male,sandals,footwear,34,alabama,s,black,summer,3.8,no,next day air,no,no,31,venmo,every 3 months
2239,40,male,sneakers,footwear,84,florida,l,beige,winter,3.8,no,standard,no,no,18,debit card,weekly
2240,42,male,jewelry,accessories,96,alabama,l,indigo,summer,3.8,no,2-day shipping,no,no,41,credit card,every 3 months
2241,57,male,sandals,footwear,71,california,l,green,winter,4.3,no,next day air,no,no,18,debit card,every 3 months
2242,18,male,jacket,outerwear,77,maryland,m,purple,summer,3.5,no,free shipping,no,no,3,bank transfer,bi-weekly
2243,18,male,skirt,clothing,66,nevada,m,orange,spring,3.8,no,next day air,no,no,5,credit card,bi-weekly
2244,56,male,shirt,clothing,21,massachusetts,m,teal,winter,3.7,no,2-day shipping,no,no,13,debit card,annually
2245,35,male,shorts,clothing,37,south carolina,m,gold,summer,4.8,no,2-day shipping,no,no,22,paypal,annually
2246,49,male,socks,clothing,90,delaware,l,gray,fall,4.9,no,free shipping,no,no,45,paypal,fortnightly
2247,49,male,jacket,outerwear,96,hawaii,m,cyan,fall,4.3,no,store pickup,no,no,39,paypal,every 3 months
2248,34,male,jewelry,accessories,37,florida,l,teal,summer,4.4,no,next day air,no,no,18,venmo,annually
2249,63,male,t-shirt,clothing,66,rhode island,m,violet,winter,3.4,no,free shipping,no,no,19,paypal,fortnightly
2250,42,male,gloves,accessories,45,wyoming,xl,indigo,spring,4.3,no,next day air,no,no,29,debit card,weekly
2251,41,male,shoes,footwear,89,colorado,l,pink,summer,4.6,no,store pickup,no,no,19,credit card,weekly
2252,26,male,shoes,footwear,94,virginia,l,gold,fall,3.8,no,free shipping,no,no,22,debit card,monthly
2253,48,male,shoes,footwear,96,nebraska,s,maroon,summer,3.9,no,express,no,no,21,bank transfer,annually
2254,62,male,hoodie,clothing,31,oklahoma,m,brown,spring,2.6,no,store pickup,no,no,22,paypal,monthly
2255,24,male,belt,accessories,79,north dakota,m,gold,winter,4.2,no,store pickup,no,no,44,paypal,every 3 months
2256,48,male,coat,outerwear,39,michigan,l,teal,spring,4.6,no,store pickup,no,no,42,bank transfer,quarterly
2257,31,male,blouse,clothing,22,california,m,turquoise,fall,5,no,standard,no,no,33,credit card,quarterly
2258,41,male,skirt,clothing,32,tennessee,l,olive,fall,4.2,no,standard,no,no,6,bank transfer,annually
2259,24,male,t-shirt,clothing,71,ohio,l,cyan,winter,4.3,no,store pickup,no,no,44,credit card,every 3 months
2260,60,male,jeans,clothing,96,florida,xl,beige,spring,3.3,no,free shipping,no,no,24,cash,annually
2261,38,male,scarf,accessories,82,missouri,m,blue,fall,4.9,no,express,no,no,16,paypal,quarterly
2262,58,male,backpack,accessories,76,south carolina,l,gold,spring,4.4,no,standard,no,no,12,bank transfer,fortnightly
2263,53,male,backpack,accessories,22,arizona,m,green,winter,3.1,no,2-day shipping,no,no,50,paypal,monthly
2264,44,male,scarf,accessories,40,indiana,xl,green,winter,3.5,no,store pickup,no,no,42,cash,quarterly
2265,51,male,hat,accessories,92,north dakota,m,turquoise,summer,3.9,no,2-day shipping,no,no,50,paypal,monthly
2266,36,male,coat,outerwear,94,montana,xl,yellow,fall,3.9,no,store pickup,no,no,10,paypal,quarterly
2267,20,male,dress,clothing,44,missouri,m,yellow,fall,4.3,no,store pickup,no,no,32,debit card,weekly
2268,32,male,gloves,accessories,49,kentucky,s,blue,spring,3.8,no,express,no,no,37,venmo,weekly
2269,66,male,sweater,clothing,26,georgia,l,charcoal,spring,2.7,no,2-day shipping,no,no,15,bank transfer,monthly
2270,49,male,skirt,clothing,38,kentucky,m,yellow,fall,4.4,no,store pickup,no,no,27,credit card,annually
2271,27,male,blouse,clothing,72,georgia,l,purple,spring,3.5,no,express,no,no,7,venmo,weekly
2272,29,male,dress,clothing,99,alaska,m,green,summer,3.4,no,free shipping,no,no,49,paypal,quarterly
2273,29,male,jacket,outerwear,38,maine,l,charcoal,spring,4,no,standard,no,no,44,paypal,monthly
2274,55,male,coat,outerwear,96,new mexico,l,silver,winter,4.8,no,express,no,no,13,paypal,bi-weekly
2275,57,male,dress,clothing,27,new york,l,turquoise,spring,4.5,no,next day air,no,no,38,paypal,fortnightly
2276,29,male,shorts,clothing,24,oklahoma,m,gray,winter,4.4,no,standard,no,no,10,debit card,weekly
2277,31,male,jeans,clothing,82,wyoming,l,red,summer,4.1,no,2-day shipping,no,no,25,debit card,weekly
2278,25,male,hat,accessories,56,alabama,m,beige,summer,4.6,no,next day air,no,no,18,credit card,quarterly
2279,61,male,gloves,accessories,25,maryland,m,maroon,fall,3.8,no,store pickup,no,no,6,cash,every 3 months
2280,53,male,sneakers,footwear,67,west virginia,l,indigo,spring,2.9,no,free shipping,no,no,35,bank transfer,quarterly
2281,22,male,shoes,footwear,21,kentucky,m,red,summer,2.8,no,standard,no,no,31,credit card,fortnightly
2282,28,male,hoodie,clothing,27,kansas,xl,maroon,summer,3,no,store pickup,no,no,41,bank transfer,annually
2283,18,male,sneakers,footwear,97,idaho,s,red,fall,4.2,no,2-day shipping,no,no,8,credit card,annually
2284,44,male,handbag,accessories,45,ohio,s,black,winter,4.1,no,free shipping,no,no,34,credit card,fortnightly
2285,32,male,blouse,clothing,63,iowa,xl,black,fall,4.1,no,express,no,no,20,venmo,annually
2286,34,male,belt,accessories,100,michigan,l,pink,summer,4.6,no,2-day shipping,no,no,38,paypal,every 3 months
2287,67,male,socks,clothing,38,south dakota,l,blue,spring,2.5,no,store pickup,no,no,35,venmo,quarterly
2288,66,male,blouse,clothing,45,nebraska,l,green,summer,3,no,store pickup,no,no,6,debit card,annually
2289,28,male,jewelry,accessories,91,california,m,orange,fall,3.8,no,next day air,no,no,50,paypal,weekly
2290,70,male,shorts,clothing,82,nevada,m,orange,fall,4.1,no,free shipping,no,no,47,venmo,weekly
2291,37,male,boots,footwear,48,kansas,l,magenta,winter,3.3,no,standard,no,no,23,paypal,quarterly
2292,28,male,coat,outerwear,30,ohio,m,indigo,spring,5,no,2-day shipping,no,no,13,credit card,quarterly
2293,43,male,t-shirt,clothing,34,vermont,s,beige,spring,3.8,no,next day air,no,no,31,debit card,monthly
2294,37,male,sweater,clothing,68,georgia,l,green,fall,3.3,no,express,no,no,16,debit card,every 3 months
2295,54,male,sunglasses,accessories,95,maryland,m,red,winter,5,no,express,no,no,40,debit card,annually
2296,50,male,hat,accessories,22,connecticut,l,beige,spring,2.9,no,2-day shipping,no,no,45,paypal,quarterly
2297,46,male,gloves,accessories,88,washington,m,green,fall,2.5,no,next day air,no,no,50,venmo,every 3 months
2298,60,male,socks,clothing,83,california,m,orange,summer,4.7,no,standard,no,no,1,bank transfer,quarterly
2299,40,male,handbag,accessories,87,montana,l,cyan,spring,2.9,no,2-day shipping,no,no,10,cash,every 3 months
2300,64,male,coat,outerwear,57,idaho,m,violet,summer,3.7,no,store pickup,no,no,48,credit card,every 3 months
2301,18,male,coat,outerwear,88,pennsylvania,xl,lavender,summer,4.4,no,2-day shipping,no,no,38,credit card,monthly
2302,37,male,pants,clothing,20,maine,l,turquoise,winter,2.9,no,next day air,no,no,21,debit card,annually
2303,36,male,belt,accessories,39,montana,l,pink,summer,3.6,no,store pickup,no,no,38,venmo,monthly
2304,51,male,sunglasses,accessories,71,new jersey,s,beige,spring,4.8,no,2-day shipping,no,no,31,credit card,fortnightly
2305,26,male,hoodie,clothing,73,louisiana,l,silver,winter,4.7,no,free shipping,no,no,9,debit card,fortnightly
2306,68,male,handbag,accessories,63,maine,m,gold,summer,2.6,no,free shipping,no,no,47,cash,weekly
2307,27,male,gloves,accessories,78,florida,l,silver,winter,3.4,no,standard,no,no,8,cash,bi-weekly
2308,28,male,skirt,clothing,96,missouri,l,green,fall,3.5,no,next day air,no,no,30,debit card,annually
2309,49,male,sunglasses,accessories,81,north dakota,m,teal,winter,3.4,no,2-day shipping,no,no,22,bank transfer,quarterly
2310,70,male,dress,clothing,95,connecticut,s,gold,fall,5,no,2-day shipping,no,no,3,bank transfer,quarterly
2311,30,male,gloves,accessories,68,virginia,m,cyan,spring,4.6,no,standard,no,no,15,paypal,monthly
2312,27,male,sneakers,footwear,28,montana,l,gold,spring,4.8,no,2-day shipping,no,no,10,bank transfer,every 3 months
2313,19,male,t-shirt,clothing,30,vermont,l,violet,summer,3.7,no,free shipping,no,no,19,cash,every 3 months
2314,64,male,dress,clothing,31,georgia,m,black,summer,4.7,no,next day air,no,no,36,bank transfer,fortnightly
2315,42,male,handbag,accessories,95,virginia,xl,brown,winter,4.4,no,express,no,no,12,bank transfer,every 3 months
2316,69,male,socks,clothing,79,vermont,m,indigo,winter,3.5,no,2-day shipping,no,no,49,debit card,quarterly
2317,28,male,sneakers,footwear,39,montana,l,yellow,winter,3.8,no,standard,no,no,7,debit card,annually
2318,47,male,jacket,outerwear,34,new jersey,m,purple,summer,4.7,no,next day air,no,no,28,bank transfer,monthly
2319,69,male,hoodie,clothing,28,wyoming,l,white,spring,3.1,no,store pickup,no,no,30,credit card,annually
2320,56,male,sandals,footwear,38,maine,xl,turquoise,winter,5,no,free shipping,no,no,29,paypal,monthly
2321,28,male,shoes,footwear,55,new mexico,m,olive,spring,3.7,no,free shipping,no,no,9,debit card,every 3 months
2322,50,male,sandals,footwear,31,colorado,m,beige,winter,3,no,next day air,no,no,27,debit card,fortnightly
2323,39,male,coat,outerwear,84,connecticut,s,lavender,spring,4.5,no,store pickup,no,no,21,venmo,fortnightly
2324,35,male,gloves,accessories,93,maryland,l,white,winter,4.7,no,express,no,no,36,credit card,monthly
2325,59,male,coat,outerwear,28,oregon,l,brown,winter,3.5,no,free shipping,no,no,19,debit card,annually
2326,44,male,boots,footwear,55,new york,m,charcoal,summer,4.4,no,2-day shipping,no,no,47,cash,weekly
2327,66,male,skirt,clothing,63,oklahoma,l,maroon,winter,2.6,no,standard,no,no,38,bank transfer,annually
2328,20,male,skirt,clothing,94,alabama,m,red,winter,4.2,no,2-day shipping,no,no,22,venmo,bi-weekly
2329,45,male,pants,clothing,36,north dakota,m,maroon,fall,2.6,no,express,no,no,29,venmo,bi-weekly
2330,49,male,hat,accessories,97,nebraska,s,teal,spring,4.8,no,free shipping,no,no,42,bank transfer,annually
2331,60,male,backpack,accessories,63,arizona,l,orange,summer,2.9,no,store pickup,no,no,47,paypal,every 3 months
2332,61,male,scarf,accessories,77,illinois,s,olive,spring,4.3,no,2-day shipping,no,no,10,credit card,bi-weekly
2333,36,male,scarf,accessories,53,south carolina,xl,olive,fall,2.6,no,store pickup,no,no,10,venmo,monthly
2334,33,male,shirt,clothing,77,kansas,m,beige,spring,3.8,no,next day air,no,no,1,paypal,every 3 months
2335,49,male,boots,footwear,79,kansas,l,green,summer,4.2,no,standard,no,no,7,credit card,monthly
2336,31,male,coat,outerwear,37,idaho,m,black,summer,3.9,no,store pickup,no,no,10,venmo,fortnightly
2337,19,male,belt,accessories,94,california,m,green,winter,3.1,no,free shipping,no,no,11,credit card,weekly
2338,39,male,boots,footwear,76,north dakota,s,violet,fall,3.6,no,store pickup,no,no,5,cash,annually
2339,66,male,sneakers,footwear,68,georgia,s,silver,fall,4,no,express,no,no,21,paypal,quarterly
2340,25,male,shirt,clothing,65,illinois,l,maroon,spring,3.4,no,next day air,no,no,24,bank transfer,quarterly
2341,63,male,blouse,clothing,24,delaware,m,cyan,summer,2.6,no,standard,no,no,37,credit card,fortnightly
2342,56,male,jacket,outerwear,31,connecticut,l,teal,summer,4.5,no,express,no,no,22,venmo,every 3 months
2343,20,male,skirt,clothing,89,tennessee,m,olive,fall,4.9,no,standard,no,no,16,debit card,fortnightly
2344,58,male,socks,clothing,49,maryland,m,red,summer,4.4,no,2-day shipping,no,no,44,paypal,monthly
2345,34,male,sandals,footwear,92,rhode island,xl,lavender,fall,3.5,no,express,no,no,14,venmo,bi-weekly
2346,28,male,t-shirt,clothing,32,new york,s,orange,winter,3.3,no,express,no,no,23,bank transfer,every 3 months
2347,22,male,jacket,outerwear,67,new mexico,l,brown,winter,3.1,no,standard,no,no,46,debit card,fortnightly
2348,37,male,belt,accessories,64,california,s,gray,fall,4.2,no,express,no,no,46,cash,every 3 months
2349,54,male,shoes,footwear,84,maine,m,orange,spring,4.9,no,next day air,no,no,16,paypal,every 3 months
2350,65,male,blouse,clothing,34,new york,m,orange,fall,3.9,no,standard,no,no,40,credit card,every 3 months
2351,57,male,shoes,footwear,26,hawaii,m,turquoise,winter,4.2,no,free shipping,no,no,21,cash,annually
2352,38,male,sweater,clothing,50,new hampshire,s,cyan,fall,4.9,no,store pickup,no,no,25,paypal,bi-weekly
2353,70,male,boots,footwear,46,nebraska,m,yellow,fall,2.8,no,store pickup,no,no,25,bank transfer,quarterly
2354,56,male,handbag,accessories,71,montana,m,white,fall,4.1,no,standard,no,no,25,debit card,every 3 months
2355,56,male,blouse,clothing,78,wisconsin,m,blue,summer,4.8,no,next day air,no,no,27,venmo,monthly
2356,22,male,skirt,clothing,35,tennessee,s,purple,winter,4.1,no,next day air,no,no,12,cash,monthly
2357,57,male,backpack,accessories,58,montana,m,gray,summer,3,no,free shipping,no,no,27,debit card,quarterly
2358,53,male,shirt,clothing,67,michigan,l,cyan,fall,4.2,no,2-day shipping,no,no,40,credit card,bi-weekly
2359,53,male,sweater,clothing,93,texas,l,pink,spring,3.8,no,standard,no,no,38,credit card,quarterly
2360,19,male,scarf,accessories,81,pennsylvania,s,gold,spring,3.3,no,2-day shipping,no,no,44,bank transfer,every 3 months
2361,49,male,handbag,accessories,80,new york,l,silver,fall,4.7,no,2-day shipping,no,no,27,venmo,every 3 months
2362,44,male,scarf,accessories,64,alabama,m,gray,spring,4.3,no,2-day shipping,no,no,30,credit card,every 3 months
2363,27,male,jeans,clothing,41,virginia,m,brown,fall,2.7,no,standard,no,no,24,credit card,monthly
2364,60,male,socks,clothing,79,pennsylvania,xl,pink,winter,4.2,no,express,no,no,38,cash,bi-weekly
2365,62,male,sunglasses,accessories,60,mississippi,l,maroon,winter,4.2,no,free shipping,no,no,4,paypal,quarterly
2366,52,male,sneakers,footwear,91,wyoming,s,peach,winter,2.5,no,next day air,no,no,32,venmo,monthly
2367,30,male,shoes,footwear,66,new mexico,l,brown,winter,3.6,no,express,no,no,32,credit card,fortnightly
2368,66,male,socks,clothing,85,north dakota,l,green,winter,3.4,no,standard,no,no,28,bank transfer,bi-weekly
2369,29,male,sunglasses,accessories,38,new jersey,m,lavender,summer,3.3,no,standard,no,no,6,debit card,every 3 months
2370,24,male,sweater,clothing,23,vermont,m,cyan,winter,4.6,no,standard,no,no,24,paypal,monthly
2371,51,male,shoes,footwear,71,alaska,m,black,spring,3.9,no,store pickup,no,no,38,venmo,weekly
2372,67,male,socks,clothing,25,indiana,m,charcoal,winter,3.7,no,next day air,no,no,28,debit card,annually
2373,50,male,boots,footwear,39,alabama,xl,silver,spring,3.1,no,express,no,no,9,paypal,fortnightly
2374,37,male,hoodie,clothing,20,michigan,m,gray,spring,4.9,no,express,no,no,21,debit card,every 3 months
2375,69,male,gloves,accessories,73,washington,l,peach,winter,4.7,no,standard,no,no,31,debit card,monthly
2376,60,male,backpack,accessories,63,virginia,l,peach,fall,2.9,no,next day air,no,no,18,credit card,quarterly
2377,21,male,gloves,accessories,94,tennessee,xl,cyan,spring,4.1,no,express,no,no,5,cash,weekly
2378,44,male,blouse,clothing,94,south dakota,l,magenta,fall,4,no,next day air,no,no,22,cash,annually
2379,26,male,scarf,accessories,71,new hampshire,l,teal,summer,2.7,no,store pickup,no,no,37,paypal,bi-weekly
2380,40,male,hat,accessories,77,south dakota,m,peach,spring,4,no,2-day shipping,no,no,22,debit card,monthly
2381,41,male,scarf,accessories,66,pennsylvania,m,black,fall,2.5,no,next day air,no,no,36,paypal,fortnightly
2382,62,male,sandals,footwear,23,wisconsin,m,teal,summer,4.5,no,free shipping,no,no,23,paypal,annually
2383,39,male,sweater,clothing,60,california,m,turquoise,spring,3.9,no,express,no,no,44,debit card,weekly
2384,53,male,backpack,accessories,72,rhode island,l,gold,spring,4.9,no,2-day shipping,no,no,25,bank transfer,annually
2385,24,male,blouse,clothing,35,alabama,l,green,winter,3.3,no,2-day shipping,no,no,40,paypal,quarterly
2386,41,male,scarf,accessories,31,oklahoma,m,brown,fall,3.8,no,express,no,no,12,paypal,weekly
2387,19,male,socks,clothing,33,illinois,l,blue,summer,2.9,no,standard,no,no,14,venmo,monthly
2388,36,male,hat,accessories,95,tennessee,m,gold,summer,4,no,2-day shipping,no,no,14,debit card,monthly
2389,21,male,dress,clothing,68,alabama,m,peach,fall,4.1,no,store pickup,no,no,10,debit card,annually
2390,25,male,coat,outerwear,87,kansas,m,violet,spring,3.1,no,store pickup,no,no,17,bank transfer,every 3 months
2391,65,male,shirt,clothing,64,arizona,xl,yellow,winter,4.6,no,express,no,no,24,debit card,fortnightly
2392,42,male,shirt,clothing,74,michigan,m,black,winter,4.6,no,next day air,no,no,31,bank transfer,quarterly
2393,40,male,jeans,clothing,62,missouri,l,silver,spring,2.6,no,2-day shipping,no,no,36,cash,annually
2394,58,male,socks,clothing,97,louisiana,m,brown,winter,5,no,2-day shipping,no,no,38,paypal,every 3 months
2395,40,male,sandals,footwear,47,connecticut,l,peach,fall,2.9,no,2-day shipping,no,no,23,debit card,fortnightly
2396,62,male,blouse,clothing,83,connecticut,m,cyan,winter,3.5,no,2-day shipping,no,no,47,paypal,bi-weekly
2397,38,male,shirt,clothing,82,oregon,m,olive,spring,3.7,no,2-day shipping,no,no,20,venmo,weekly
2398,37,male,sunglasses,accessories,26,west virginia,l,black,fall,2.9,no,store pickup,no,no,41,venmo,monthly
2399,65,male,jacket,outerwear,81,florida,m,orange,winter,4.3,no,free shipping,no,no,44,bank transfer,fortnightly
2400,55,male,dress,clothing,44,new hampshire,l,beige,spring,3.2,no,store pickup,no,no,31,cash,monthly
2401,43,male,sunglasses,accessories,88,oregon,m,peach,winter,4.2,no,next day air,no,no,11,credit card,bi-weekly
2402,43,male,boots,footwear,76,oregon,m,pink,winter,4.2,no,standard,no,no,25,paypal,bi-weekly
2403,45,male,scarf,accessories,89,utah,m,brown,winter,3.8,no,free shipping,no,no,31,cash,weekly
2404,64,male,shorts,clothing,22,missouri,m,magenta,fall,4.4,no,standard,no,no,40,debit card,weekly
2405,28,male,shorts,clothing,33,west virginia,l,cyan,winter,3.1,no,2-day shipping,no,no,23,credit card,bi-weekly
2406,69,male,jeans,clothing,97,california,xl,silver,fall,5,no,standard,no,no,5,debit card,quarterly
2407,54,male,scarf,accessories,57,california,m,indigo,winter,4.7,no,standard,no,no,26,paypal,weekly
2408,52,male,shorts,clothing,38,illinois,m,beige,summer,3,no,express,no,no,11,credit card,bi-weekly
2409,23,male,sneakers,footwear,55,hawaii,xl,black,fall,4.2,no,next day air,no,no,44,debit card,every 3 months
2410,26,male,jewelry,accessories,37,washington,l,yellow,spring,3,no,store pickup,no,no,47,cash,every 3 months
2411,48,male,shoes,footwear,43,wisconsin,m,maroon,summer,3.7,no,free shipping,no,no,46,paypal,monthly
2412,49,male,hoodie,clothing,96,virginia,m,cyan,summer,2.7,no,free shipping,no,no,35,cash,every 3 months
2413,53,male,jacket,outerwear,51,oregon,m,pink,winter,4.3,no,2-day shipping,no,no,8,bank transfer,bi-weekly
2414,69,male,shorts,clothing,95,pennsylvania,xl,violet,fall,2.7,no,2-day shipping,no,no,30,bank transfer,weekly
2415,26,male,socks,clothing,26,virginia,m,lavender,summer,3.7,no,next day air,no,no,14,credit card,bi-weekly
2416,21,male,coat,outerwear,34,hawaii,xl,lavender,fall,4.3,no,standard,no,no,30,bank transfer,weekly
2417,59,male,sandals,footwear,83,nebraska,s,black,summer,4,no,next day air,no,no,26,credit card,every 3 months
2418,21,male,backpack,accessories,24,alaska,m,olive,fall,3.3,no,standard,no,no,32,venmo,fortnightly
2419,22,male,pants,clothing,69,michigan,s,indigo,fall,4,no,next day air,no,no,47,cash,every 3 months
2420,26,male,sweater,clothing,40,north carolina,m,blue,fall,2.7,no,next day air,no,no,11,credit card,every 3 months
2421,41,male,jacket,outerwear,87,north carolina,s,green,winter,4.2,no,free shipping,no,no,28,paypal,annually
2422,37,male,sneakers,footwear,46,minnesota,l,pink,spring,4.6,no,standard,no,no,2,debit card,every 3 months
2423,30,male,jewelry,accessories,82,georgia,m,peach,winter,4.8,no,store pickup,no,no,45,credit card,weekly
2424,49,male,backpack,accessories,81,west virginia,m,purple,summer,2.8,no,free shipping,no,no,7,credit card,every 3 months
2425,49,male,jewelry,accessories,57,delaware,m,peach,winter,4.5,no,next day air,no,no,28,bank transfer,bi-weekly
2426,58,male,shoes,footwear,49,north dakota,s,olive,summer,3,no,2-day shipping,no,no,34,bank transfer,quarterly
2427,70,male,jacket,outerwear,42,florida,m,olive,fall,4.6,no,free shipping,no,no,26,debit card,every 3 months
2428,27,male,jacket,outerwear,26,oregon,m,purple,spring,3.3,no,standard,no,no,45,cash,quarterly
2429,65,male,t-shirt,clothing,38,idaho,m,violet,spring,4.4,no,next day air,no,no,34,debit card,annually
